Category,Disease,Ranked_lifestyles
Psychiatric,Anxiety_disorders,"Time spent watching TV, Days/week of moderate physical activity, Alcohol vs 10yrs ago: About the same, Bread intake, Daytime nap: Never/rarely, Insomnia: Usually, Tea intake, Walking pace: Brisk, Alcohol: 3-4/week, Days/week of walk 10+ mins, Mobile use vs 2yrs: No, Insomnia: Never/rarely, Beef: 1/week, Drive faster: Sometimes, Drive faster than limit: Never/rarely, Ever smoked: No, Age first had sexual intercourse, Sun protection: Sometimes, Time spent driving, Cereal intake, Dried fruit intake, Time spent outdoors in summer, Hot drink temp: Hot, Poultry: 1/week, Snoring: No"
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,"Time spent watching TV, Daytime nap: Never/rarely, Time spent driving, Walking pace: Brisk, Drive faster: Sometimes, Mother: High blood pressure, Diet change: No, Time spent using computer, Days/week of walk 10+ mins, Cereal intake, Mobile use vs 2yrs: No, Snoring: No, Poultry: 2-4/week, Sleep duration, Beef: <1/week, Processed meat: 1/week, Chronotype: More morning, Coffee intake, Stair climbing: 6-10 times, Days/week of moderate physical activity, Days/week of vigorous physical activity, Skin colour: Light olive, Skin tanning: Get very tanned, Alcohol vs 10yrs ago: About the same, Dried fruit intake"
Psychiatric,Dementia,"Time spent watching TV, Alcohol vs 10yrs ago: Less now, Mother: High blood pressure, Dried fruit intake, Facial ageing: Younger than you are, Time spent using computer, Sleep duration, Drive faster than limit: Never/rarely, Days/week of walk 10+ mins, Alcohol vs 10yrs ago: About the same, Hot drink temp: Hot, Get up: Fairly easy, Mobile use: More than eight years, Walking pace: Brisk, Insomnia: Never/rarely, Oily fish: <1/week, Time spent outdoors in winter, Daytime dozing: Never/rarely, Cheese: 2-4/week, Fresh fruit intake, Coffee intake, Smoking: Never, Cereal intake, Processed meat: <1/week, Insomnia: Usually"
Psychiatric,Depression,"Get up: Very easy, Time spent watching TV, Days/week of moderate physical activity, Water intake, Walking pace: Brisk, Insomnia: Usually, Time spent driving, Alcohol: 3-4/week, Daytime nap: Never/rarely, Smoking: Never, Insomnia: Never/rarely, Mobile use: More than eight years, Days/week of walk 10+ mins, Daytime dozing: Never/rarely, Get up: Fairly easy, Walking pace: Steady/average, Mother: Severe depression, Hot drink temp: Hot, Drive faster: Sometimes, Pork: <1/week, Age first had sexual intercourse, Cereal intake, Cereal: Oat (Porridge), Sleep duration, Get up: Not very easy"
Respiratory,Allergic_and_chronic_rhinitis,"Diet change: No, Water intake, Pork: <1/week, Bread intake, Days/week of walk 10+ mins, Days/week of moderate physical activity, Time spent outdoors in summer, Days/week of vigorous physical activity, Chronotype: More morning, Cereal intake, Duration of walks, Mobile use vs 2yrs: No, Time spent using computer, Fresh fruit intake, Time spent watching TV, Lamb/mutton: <1/week, Facial ageing: Younger than you are, Non-oily fish: <1/week, Father: Heart disease, Time spent outdoors in winter, Coffee intake, Sleep duration, Tea intake, Age first had sexual intercourse, Dried fruit intake"
Respiratory,Asthma,"Sleep duration, Get up: Very easy, Water intake, Facial ageing: Younger than you are, Cooked vegetable intake, Processed meat: <1/week, Insomnia: Usually, Father: Chronic bronchitis, Mobile use: More than eight years, Insomnia: Never/rarely, Walking pace: Brisk, Mobile hand: Left, Milk: Semi-skimmed, Walking pace: Steady/average, Walking pace: Slow, Bread intake, Facial ageing: About your age, Daytime dozing: Never/rarely, Tea intake, Fresh fruit intake, Coffee intake, Mobile freq: 5-29 mins, Mother: High blood pressure, Raw vegetable intake, Time spent outdoors in summer"
Respiratory,Bronchiectasis,"Days/week of walk 10+ mins, Time spent watching TV, Mobile hand: Right, Cereal intake, Mobile use: More than eight years, Walking pace: Brisk, Get up: Fairly easy, Stair climbing: 6-10 times, Sleep duration, Pork: <1/week, Mother: High blood pressure, Duration of walks, Days/week of moderate physical activity, Insomnia: Never/rarely, Raw vegetable intake, Cooked vegetable intake, Time spent outdoors in winter, Salt added: Never/rarely, Poultry: 2-4/week, Alcohol: Daily, Computer games: Sometimes, Days/week of vigorous physical activity, Past smoking: Most/all days, Bread intake, Processed meat: <1/week"
Respiratory,COPD,"Tea intake, Past smoking: Most/all days, Smoking: Never, Walking pace: Brisk, Daytime nap: Sometimes, Daytime nap: Never/rarely, Time spent watching TV, Days/week of moderate physical activity, Days/week of vigorous physical activity, Cereal intake, Smoking: Previous, Salt added: Never/rarely, Bread intake, Time spent outdoors in summer, Sleep duration, Spread: Butter, Diet change: No, Skin tanning: Get very tanned, Raw vegetable intake, Mobile use vs 2yrs: More now, Ever smoked: No, Days/week of walk 10+ mins, Past smoking: Never, Insomnia: Never/rarely, Past smoking: Occasional"
Respiratory,Pleural_effusion,"Days/week of moderate physical activity, Time spent watching TV, Walking pace: Brisk, Smoking: Never, Time spent outdoors in winter, Days/week of walk 10+ mins, Age first had sexual intercourse, Mother: High blood pressure, Coffee intake, Past smoking: Never, Cereal intake, Poultry: 1/week, Past smoking: Most/all days, Fresh fruit intake, Processed meat: 1/week, Hair colour: Dark brown, Snoring: No, Bread intake, Processed meat: <1/week, Ever smoked: No, Oily fish: <1/week, Diet variation: Sometimes, Insomnia: Usually, Insomnia: Sometimes, Mobile use vs 2yrs: More now"
Respiratory,Pulmonary_collapse,"Days/week of moderate physical activity, Mobile freq: 5-29 mins, Mobile hand: Left, Coffee intake, Insomnia: Sometimes, Lamb/mutton: <1/week, Days/week of walk 10+ mins, Time spent watching TV, Walking pace: Brisk, Daytime dozing: Sometimes, Past smoking: Most/all days, Raw vegetable intake, Daytime nap: Never/rarely, Bread intake, Smoking: Never, Cereal intake, Sleep duration, Beef: <1/week, Cooked vegetable intake, Tea intake, Age first had sexual intercourse, Dried fruit intake, Bread: Wholemeal, Mobile use vs 2yrs: More now, Snoring: No"
Respiratory,Respiratory_failure,"Time spent watching TV, Days/week of walk 10+ mins, Walking pace: Brisk, Smoking: Never, Water intake, Fresh fruit intake, Sun protection: Most times, Mother: High blood pressure, Past smoking: Never, Insomnia: Usually, Processed meat: <1/week, Dried fruit intake, Oily fish: 1/week, Current smoking: No, Drive faster: Sometimes, Time spent outdoors in winter, Non-oily fish: <1/week, Walking pace: Slow, Tea intake, Days/week of vigorous physical activity, Mobile use vs 2yrs: No, Past smoking: Most/all days, Time spent outdoors in summer, Lamb/mutton: <1/week, Sleep duration"
Respiratory,Sleep_apnoea,"Snoring: Yes, Snoring: No, Daytime dozing: Never/rarely, Insomnia: Usually, Mobile hand: Right, Processed meat: <1/week, Daytime nap: Never/rarely, Get up: Very easy, Diet change: No, Time spent outdoors in summer, Sun protection: Most times, Fresh fruit intake, Mobile freq: Less than 5mins, Non-oily fish: 1/week, Poultry: 2-4/week, Beef: <1/week, Ethnicity, Coffee intake, Walking pace: Brisk, Time spent using computer, Diet change: Yes (illness), Bread: Wholemeal, Past smoking: Most/all days, Age first had sexual intercourse, Sun protection: Sometimes"
Skin,Actinic_keratosis,"Time spent outdoors in winter, Time spent outdoors in summer, Bread intake, Hair colour: Dark brown, Water intake, Tea intake, Cereal intake, Bread: Wholemeal, Days/week of vigorous physical activity, Coffee intake, Chronotype: More morning, Fresh fruit intake, Days/week of walk 10+ mins, Age first had sexual intercourse, Days/week of moderate physical activity, Facial ageing: About your age, Non-oily fish: 1/week, Daytime nap: Sometimes, Pork: <1/week, Cheese: 1/week, Duration of walks, Mobile use: More than eight years, Drive faster than limit: Never/rarely, Hair colour: Light brown, Cooked vegetable intake"
Skin,Dermatitis,"Time spent watching TV, Fresh fruit intake, Tea intake, Pork: <1/week, Milk: Semi-skimmed, Past smoking: Never, Non-oily fish: 1/week, Cereal intake, Chronotype: More evening, Dried fruit intake, Ever smoked: No, Water intake, Mother: High blood pressure, Sleep duration, Time spent outdoors in winter, Hair colour: Dark brown, Days/week of vigorous physical activity, Time spent using computer, Smoking: Previous, Time spent outdoors in summer, Walking pace: Steady/average, Insomnia: Never/rarely, Past smoking: Most/all days, Bread: Wholemeal, Skin tanning: Get moderately tanned"
Skin,Psoriasis,"Cereal intake, Time spent outdoors in winter, Tea intake, Smoking: Never, Past smoking: Most/all days, Days/week of vigorous physical activity, Days/week of moderate physical activity, Diet change: No, Bread intake, Smoking: Previous, Time spent watching TV, Days/week of walk 10+ mins, Alcohol: Daily, Hot drink temp: Hot, Coffee intake, Sun protection: Most times, Duration of walks, Bread: Wholemeal, Cheese: 1/week, Water intake, Diet change: Yes (other), Lamb/mutton: 1/week, Salt added: Never/rarely, Ever smoked: Yes, Time spent using computer"
